date,total_sales,total_orders,total_items,average_order_value,temperature,max_temperature,min_temperature,rainfall,humidity,wind_speed,is_holiday,holiday_name
2015-03-28,2252.1,60,139,16.319565217391304,27.63,36.88,18.45,0.0,29.79,1.74,True,Ram Navami
2015-03-29,2154.25,54,132,16.699612403100776,24.35,30.64,18.32,5.23,40.5,2.16,False,
2015-03-30,2255.45,62,137,16.95827067669173,21.83,28.32,17.67,6.27,68.02,2.91,False,
2015-03-31,2756.6,62,161,17.337106918238995,24.69,31.89,16.72,0.01,57.66,1.49,False,
2015-04-01,2176.85,67,135,16.367293233082705,26.64,33.86,19.31,0.15,44.99,1.32,False,
2015-04-02,2547.15,62,150,17.688541666666666,27.81,35.98,20.84,0.07,40.13,1.31,True,Mahavira's Birthday
2015-04-03,2538.2,64,155,16.48181818181818,24.91,30.63,20.78,5.93,52.74,2.15,True,Good Friday
2015-04-04,2767.55,66,170,17.083641975308645,21.05,25.46,17.35,16.39,72.93,1.17,False,
2015-04-05,1909.85,50,117,16.464224137931033,22.89,31.21,15.56,0.0,57.56,0.97,False,
2015-04-06,2622.35,60,157,17.13954248366013,24.24,32.35,16.36,0.0,41.36,1.59,False,
2015-04-07,2234.25,61,138,16.428308823529413,25.5,32.2,18.4,0.04,38.53,0.9,False,
2015-04-08,2293.95,60,136,17.511068702290075,25.1,32.78,19.15,0.25,42.84,1.61,False,
2015-04-09,2047.3,52,122,16.9198347107438,24.75,33.96,16.35,0.0,41.71,2.4,False,
2015-04-10,2424.95,59,142,17.077112676056338,25.8,35.48,16.67,0.0,39.39,2.19,False,
2015-04-11,2543.75,63,153,16.958333333333332,28.47,37.14,20.11,0.0,31.36,1.03,False,
2015-04-12,1994.3,53,120,17.192241379310346,26.52,33.75,19.78,5.35,44.0,1.24,False,
2015-04-13,2496.2,66,144,17.455944055944055,23.96,29.8,20.76,1.63,60.72,1.9,False,
2015-04-14,2505.7,50,146,17.7709219858156,25.23,31.78,18.86,0.44,54.6,1.26,True,Dr. B. R. Ambedkar's Birthday
2015-04-15,2578.85,67,158,16.63774193548387,26.56,32.91,20.88,1.06,51.17,1.21,False,
2015-04-16,2017.95,55,126,16.1436,27.36,34.74,21.06,0.09,48.23,1.46,False,
2015-04-17,2675.65,64,161,16.618944099378883,27.61,35.89,19.85,0.03,43.56,3.09,False,
2015-04-18,2286.2,62,137,16.934814814814814,30.0,39.47,20.91,0.0,37.8,2.73,False,
2015-04-19,1527.95,50,95,16.608152173913044,31.85,40.86,22.68,0.0,33.5,1.6,False,
2015-04-20,2459.45,70,151,16.617905405405406,31.42,39.54,23.56,0.01,32.27,1.93,False,
2015-04-21,2213.15,62,134,17.02423076923077,30.13,39.23,21.36,0.0,31.3,2.62,False,
2015-04-22,2193.45,59,134,16.617045454545455,29.57,39.65,20.05,0.0,27.18,2.64,False,
2015-04-23,2426.15,57,144,17.709124087591242,30.9,39.96,21.61,0.0,24.31,1.55,False,
2015-04-24,2979.2,71,175,17.42222222222222,33.69,40.47,27.26,0.0,17.76,0.68,False,
2015-04-25,2089.2,62,126,16.7136,32.41,40.43,25.18,0.0,20.61,1.34,False,
2015-04-26,1767.4,56,111,16.067272727272726,28.83,36.31,21.6,0.01,43.9,2.65,False,
2015-04-27,2180.8,67,133,16.396992481203007,30.26,38.33,22.16,0.46,40.22,2.34,False,
2015-04-28,1742.8,48,107,17.255445544554455,31.56,38.9,23.38,3.02,41.71,1.58,False,
2015-04-29,1828.75,53,111,17.0911214953271,32.18,38.68,25.95,0.02,31.01,1.09,False,
2015-04-30,2667.5,63,163,16.365030674846626,32.23,40.36,23.92,0.0,30.15,1.87,False,
2015-05-01,2571.95,75,154,16.920723684210525,31.35,37.96,24.94,0.46,32.86,1.23,False,
2015-05-02,2400.2,68,152,16.108724832214765,31.28,38.43,25.02,0.11,30.17,1.56,False,
2015-05-03,1832.25,49,114,16.214601769911503,31.81,39.89,23.67,0.0,21.83,1.29,False,
2015-05-04,2288.9,55,141,16.586231884057973,32.98,40.75,25.21,0.0,18.21,1.21,True,Buddha Purnima
2015-05-05,1713.6,49,107,16.32,32.42,41.96,22.83,0.0,20.49,1.88,False,
2015-05-06,2309.8,55,140,16.73768115942029,33.6,43.54,22.55,0.0,15.9,3.6,False,
2015-05-07,2228.85,58,131,17.8308,34.61,44.07,24.73,0.0,15.73,3.7,False,
2015-05-08,3052.3,71,181,17.244632768361583,34.67,43.2,26.72,0.0,15.84,3.12,False,
2015-05-09,2368.4,56,144,16.917142857142856,34.92,42.87,26.35,0.0,22.1,1.96,False,
2015-05-10,2288.35,55,141,16.345357142857143,35.4,43.43,26.91,0.0,22.23,1.8,False,
2015-05-11,2388.05,60,144,16.936524822695038,36.38,43.36,28.06,0.01,21.17,1.35,False,
2015-05-12,2299.7,62,142,16.42642857142857,35.39,41.05,29.91,0.61,24.32,1.12,False,
2015-05-13,2261.8,63,137,16.509489051094892,34.14,40.77,26.96,0.43,26.89,1.62,False,
2015-05-14,2694.5,69,164,17.162420382165607,33.0,39.37,26.3,1.04,27.4,1.51,False,
2015-05-15,3386.15,94,208,16.517804878048782,33.45,40.34,26.23,0.4,28.52,2.52,False,
2015-05-16,2281.1,61,142,16.178014184397163,34.35,40.08,28.62,2.3,26.33,0.99,False,
2015-05-17,1828.4,49,109,17.249056603773585,34.73,41.48,26.35,0.0,23.54,1.64,False,
2015-05-18,2209.65,57,134,16.73977272727273,37.02,43.84,27.88,0.0,20.02,1.41,False,
2015-05-19,1987.0,46,119,17.42982456140351,38.28,45.73,30.85,0.0,16.92,2.43,False,
2015-05-20,2373.0,64,141,17.32116788321168,36.09,43.55,28.62,1.53,17.14,4.2,False,
2015-05-21,2062.55,58,123,16.906147540983607,36.47,44.82,27.82,0.0,15.53,4.11,False,
2015-05-22,2635.1,71,154,17.567333333333334,37.27,45.41,28.68,0.0,15.6,3.82,False,
2015-05-23,2444.15,59,148,17.334397163120567,37.11,45.93,27.18,0.0,13.32,4.24,False,
2015-05-24,2196.95,59,134,16.899615384615384,37.6,46.44,27.0,0.17,12.83,2.53,False,
2015-05-25,2104.4,56,125,17.249180327868853,37.39,46.51,27.36,0.0,11.1,2.69,False,
2015-05-26,1876.45,48,115,16.460087719298247,36.83,46.34,27.23,0.31,10.41,3.84,False,
2015-05-27,2097.0,55,124,17.048780487804876,35.11,44.58,24.59,0.06,5.91,3.35,False,
2015-05-28,2016.4,54,121,17.08813559322034,35.3,43.77,25.5,0.0,9.12,2.61,False,
2015-05-29,3001.2,68,181,16.673333333333332,36.73,45.2,27.07,0.01,19.41,2.86,False,
2015-05-30,2486.95,59,150,17.27048611111111,36.96,44.1,28.7,0.0,19.94,2.94,False,
2015-05-31,1717.65,50,108,15.904166666666669,36.86,44.21,29.42,0.0,19.46,2.68,False,
2015-06-01,3067.75,72,184,17.043055555555554,35.93,42.92,29.9,0.38,17.44,1.55,False,
2015-06-02,2449.95,59,147,16.78047945205479,34.84,41.92,27.17,1.14,25.75,2.22,False,
2015-06-03,1907.05,51,113,17.02723214285714,35.07,41.81,27.57,0.44,22.55,1.25,False,
2015-06-04,2283.6,56,141,16.66861313868613,35.32,41.57,29.5,0.38,22.1,1.75,False,
2015-06-05,2700.15,69,159,17.089556962025316,35.16,42.29,26.78,0.1,23.04,2.1,False,
2015-06-06,2280.95,61,136,17.15,35.34,41.7,28.45,0.0,22.92,2.57,False,
2015-06-07,1960.75,55,117,16.75854700854701,36.5,43.9,27.94,0.0,20.99,2.48,False,
2015-06-08,2264.95,58,136,17.557751937984495,38.25,45.9,29.52,0.0,15.93,2.74,False,
2015-06-09,2442.55,65,147,16.845172413793104,39.17,46.13,31.6,0.0,17.4,4.38,False,
2015-06-10,2019.4,54,124,17.408620689655173,36.94,41.78,32.15,0.0,28.88,5.72,False,
2015-06-11,2650.5,68,158,17.4375,37.54,43.82,31.31,0.5,26.36,4.5,False,
2015-06-12,2138.6,61,131,16.57829457364341,37.42,43.79,31.04,0.0,30.43,3.82,False,
2015-06-13,2508.9,64,153,16.726,34.92,39.07,29.87,17.22,38.4,2.14,False,
2015-06-14,1859.0,48,113,16.9,33.34,38.93,27.75,1.97,41.4,1.66,False,
2015-06-15,2595.6,73,152,17.304,34.0,40.24,27.77,0.01,41.44,1.49,False,
2015-06-16,1898.3,54,116,16.799115044247788,34.27,40.17,28.13,0.0,39.89,1.3,False,
2015-06-17,2137.1,54,126,17.23467741935484,35.21,41.86,28.92,0.0,34.04,1.44,False,
2015-06-18,1984.5,56,116,17.407894736842106,36.48,42.51,30.18,0.16,27.94,0.95,False,
2015-06-19,2793.45,74,167,16.727245508982033,37.43,43.84,30.48,0.03,24.54,1.48,False,
2015-06-20,2060.6,48,128,16.61774193548387,37.04,42.4,31.21,0.73,33.33,2.09,False,
2015-06-21,1925.2,51,115,16.887719298245614,35.87,40.14,31.22,6.06,39.34,1.52,False,
2015-06-22,2319.3,55,140,16.92919708029197,35.37,39.96,30.16,1.1,41.82,1.06,False,
2015-06-23,2042.75,59,124,16.607723577235774,36.54,42.37,31.58,2.29,36.13,1.09,False,
2015-06-24,2327.5,62,137,17.113970588235293,34.75,40.07,29.16,0.88,35.92,1.85,False,
2015-06-25,2399.15,60,148,16.66076388888889,28.15,30.14,25.5,37.14,70.72,2.18,False,
2015-06-26,2745.5,64,163,17.0527950310559,32.14,39.3,24.52,0.0,45.71,3.18,False,
2015-06-27,2812.9,71,173,16.8437125748503,33.22,39.86,26.65,0.09,50.18,3.61,False,
2015-06-28,1569.7,45,95,16.878494623655914,34.63,41.69,27.14,0.0,42.43,2.6,False,
2015-06-29,1873.6,53,118,15.877966101694916,33.99,39.55,27.88,2.3,44.21,1.61,False,
2015-06-30,2210.95,53,130,17.54722222222222,32.42,37.52,26.49,23.91,56.14,0.92,False,
2015-07-01,2231.5,66,137,16.652985074626866,32.91,38.36,26.8,7.07,53.1,1.13,False,
2015-07-02,2294.8,63,138,16.99851851851852,33.18,38.65,27.74,0.21,47.9,1.84,False,
2015-07-03,3443.0,93,213,16.632850241545892,34.64,40.92,28.25,0.31,45.94,3.18,False,
2015-07-04,3864.2,105,234,16.584549356223174,35.16,40.67,30.01,0.24,44.58,3.77,False,
2015-07-05,1591.45,41,96,16.752105263157894,34.77,41.18,29.15,11.07,52.07,2.86,False,
2015-07-06,2116.9,58,130,16.53828125,32.65,36.64,28.15,15.92,59.65,1.98,False,
2015-07-07,2374.4,53,142,17.458823529411767,32.06,34.76,29.15,12.8,59.36,0.52,False,
2015-07-08,2396.05,66,142,17.237769784172663,32.38,35.65,28.91,5.99,57.21,0.66,False,
2015-07-09,2297.75,58,135,17.276315789473685,32.35,36.08,29.15,3.88,57.66,1.04,False,
2015-07-10,2432.4,71,148,16.891666666666666,29.55,32.39,27.07,39.58,72.84,1.96,False,
2015-07-11,2085.55,53,125,16.818951612903227,28.07,31.08,25.52,88.39,83.68,2.59,False,
2015-07-12,2185.65,58,128,17.075390625,28.23,30.69,25.63,14.58,84.73,3.24,False,
2015-07-13,2059.5,54,124,16.881147540983605,28.8,32.62,25.7,2.7,81.41,1.33,False,
2015-07-14,1956.5,59,119,16.72222222222222,29.63,34.04,25.26,0.79,75.47,2.48,False,
2015-07-15,2501.8,62,154,16.45921052631579,30.34,35.42,26.3,0.32,71.28,3.76,False,
2015-07-16,2463.9,56,146,17.474468085106384,30.64,36.16,25.54,0.23,68.61,2.89,False,
2015-07-17,3131.65,82,187,16.92783783783784,30.3,34.34,26.0,1.87,73.01,0.99,False,
2015-07-18,2122.2,54,130,16.5796875,30.82,34.6,26.29,1.8,71.25,0.88,True,Eid al-Fitr
2015-07-19,2022.7,53,121,17.141525423728815,29.82,32.87,26.11,2.12,73.89,0.74,False,
2015-07-20,2501.0,59,149,17.368055555555557,29.73,32.67,26.71,2.53,74.55,0.66,False,
2015-07-21,2030.85,55,119,17.357692307692307,30.32,34.4,26.52,1.53,74.48,1.3,False,
2015-07-22,2292.1,65,137,17.233834586466166,29.93,33.79,26.3,0.75,77.49,1.46,False,
2015-07-23,2214.5,65,137,16.650375939849624,30.02,34.13,26.61,0.02,77.08,1.87,False,
2015-07-24,3204.4,75,196,17.04468085106383,30.15,34.62,26.33,0.25,73.64,1.71,False,
2015-07-25,2237.25,57,135,16.69589552238806,30.17,34.42,26.02,5.96,72.54,1.77,False,
2015-07-26,1871.55,57,112,17.329166666666666,29.36,34.05,26.22,2.31,76.13,3.74,False,
2015-07-27,2172.0,53,129,17.238095238095237,29.31,34.1,25.1,1.11,75.26,3.15,False,
2015-07-28,2094.55,60,132,16.111923076923077,29.28,34.75,24.79,0.05,68.73,2.78,False,
2015-07-29,1923.25,49,116,16.723913043478262,29.01,34.49,23.76,0.1,71.34,2.92,False,
2015-07-30,2349.15,67,149,16.427622377622377,30.35,35.38,25.67,0.06,68.04,2.48,False,
2015-07-31,2095.4,68,132,15.995419847328243,29.58,33.84,25.55,5.45,70.69,2.4,False,
2015-08-01,2440.55,74,154,16.270333333333333,29.27,33.91,25.57,1.41,71.7,1.87,False,
2015-08-02,1910.15,48,114,17.365000000000002,28.98,33.8,25.25,6.3,70.87,1.04,False,
2015-08-03,1982.25,58,117,17.388157894736842,28.81,32.23,24.87,0.05,73.28,1.22,False,
2015-08-04,2090.15,58,122,17.27396694214876,31.78,36.38,25.67,0.03,59.94,1.08,False,
2015-08-05,2094.85,60,130,16.49488188976378,32.46,36.57,27.65,6.08,60.28,0.95,False,
2015-08-06,2099.25,61,132,15.903409090909092,31.91,36.18,27.89,7.19,64.01,1.38,False,
2015-08-07,2626.4,65,161,16.94451612903226,30.7,35.34,26.59,10.4,71.19,1.59,False,
2015-08-08,2716.4,69,167,16.463030303030305,29.76,33.64,26.35,22.71,76.37,1.72,False,
2015-08-09,2002.65,55,126,16.150403225806453,28.2,31.27,25.61,24.49,82.51,1.82,False,
2015-08-10,2139.45,59,125,17.253629032258065,30.43,34.63,25.38,7.23,69.25,1.0,False,
2015-08-11,2290.0,64,137,17.08955223880597,29.89,34.18,26.79,11.25,75.39,1.16,False,
2015-08-12,2365.75,54,144,16.543706293706293,29.7,33.3,25.59,3.86,76.23,0.85,False,
2015-08-13,2074.15,55,132,15.955,30.42,34.27,26.53,1.19,70.9,0.68,False,
2015-08-14,3016.6,81,188,16.305945945945947,30.97,34.18,27.26,1.66,73.42,0.66,False,
2015-08-15,2252.35,72,140,16.203956834532374,30.18,33.0,27.37,16.96,77.49,0.94,True,Independence Day
2015-08-16,2139.3,50,128,16.97857142857143,29.2,32.64,26.02,7.79,81.09,1.22,False,
2015-08-17,2626.0,62,161,16.833333333333332,29.81,33.8,25.5,1.93,75.36,1.37,False,
2015-08-18,2101.2,57,128,16.54488188976378,30.22,34.64,26.0,3.97,74.1,1.88,False,
2015-08-19,2332.95,56,138,17.54097744360902,29.33,33.54,25.65,8.02,75.38,3.0,False,
2015-08-20,1907.7,55,116,16.588695652173914,28.9,33.4,25.33,4.02,74.58,3.05,False,
2015-08-21,2601.4,69,163,16.15776397515528,28.41,32.8,24.19,12.68,75.86,2.49,False,
2015-08-22,2406.0,60,148,16.593103448275862,28.44,32.42,23.62,4.86,73.38,2.28,False,
2015-08-23,1701.6,48,105,16.84752475247525,28.02,31.69,23.99,30.19,80.34,2.09,False,
2015-08-24,1697.05,54,106,16.162380952380953,28.0,32.52,24.13,1.85,78.91,2.52,False,
2015-08-25,1958.9,53,115,17.490178571428572,28.34,33.6,23.9,0.0,73.54,2.67,False,
2015-08-26,2329.4,59,139,17.514285714285716,28.67,34.03,23.25,0.01,71.78,2.33,False,
2015-08-27,2117.65,59,128,16.941200000000002,29.05,33.66,23.58,10.03,69.88,1.35,False,
2015-08-28,2647.2,68,161,16.442236024844718,29.6,34.89,24.07,0.01,68.29,1.67,False,
2015-08-29,2035.0,60,123,16.68032786885246,29.47,34.98,24.49,5.38,70.99,1.93,False,
2015-08-30,1494.6,41,94,15.9,29.46,34.93,24.83,0.0,68.83,2.31,False,
2015-08-31,2081.35,57,126,16.6508,28.7,35.1,23.14,0.78,66.0,2.74,False,
2015-09-01,2352.85,61,146,16.453496503496503,28.63,34.94,23.14,0.01,60.38,2.94,False,
2015-09-02,1865.55,48,111,16.959545454545456,28.29,35.11,22.37,0.01,58.17,2.66,False,
2015-09-03,2252.6,59,138,16.936842105263157,28.34,35.1,21.27,0.79,58.59,2.25,False,
2015-09-04,2960.95,66,179,16.634550561797752,28.1,35.93,21.34,0.01,53.54,2.21,False,
2015-09-05,2537.8,59,153,16.806622516556292,28.1,36.0,21.18,0.0,51.1,2.54,True,Janmashtami (Vaishnava)
2015-09-06,1491.65,47,92,16.391758241758243,28.6,36.29,21.55,0.0,50.86,2.43,False,
2015-09-07,2283.35,60,140,16.546014492753624,28.95,36.45,22.0,0.0,52.16,2.32,False,
2015-09-08,2249.5,61,133,17.171755725190838,29.19,36.93,22.27,0.0,51.16,2.83,False,
2015-09-09,2580.1,59,157,16.753896103896103,29.28,37.86,21.73,0.0,48.71,2.87,False,
2015-09-10,2415.85,62,148,16.546917808219177,29.13,37.39,21.84,0.0,46.31,2.39,False,
2015-09-11,2761.9,77,167,16.73878787878788,29.26,37.46,20.89,0.0,46.92,1.99,False,
2015-09-12,2588.15,67,156,16.697741935483872,30.55,37.91,23.43,0.07,43.63,1.1,False,
2015-09-13,1838.15,49,108,17.506190476190476,31.08,36.65,25.79,1.29,43.47,0.77,False,
2015-09-14,2165.25,60,129,16.916015625,31.81,38.55,25.12,0.08,38.72,1.13,False,
2015-09-15,2550.2,65,158,16.452903225806452,31.83,38.98,25.21,0.0,37.36,1.06,False,
2015-09-16,2185.25,61,136,16.307835820895523,31.16,37.74,24.08,1.5,42.25,0.77,False,
2015-09-17,2242.05,58,138,16.60777777777778,32.06,37.9,26.21,0.0,43.6,0.72,False,
2015-09-18,2721.55,72,164,17.009687500000002,29.72,34.06,25.12,11.66,58.25,1.51,False,
2015-09-19,2286.55,59,141,16.812867647058823,29.97,35.96,23.56,3.31,65.12,1.76,False,
2015-09-20,1829.0,48,108,17.419047619047618,30.84,34.84,26.77,19.61,63.97,0.84,False,
2015-09-21,2131.45,57,132,16.78307086614173,30.56,34.91,26.63,6.22,62.78,0.75,False,
2015-09-22,2170.4,54,131,17.08976377952756,29.99,35.17,25.81,5.38,64.65,2.2,False,
2015-09-23,2163.0,60,133,16.767441860465116,27.63,33.63,23.56,0.62,65.38,2.72,False,
2015-09-24,0.0,0,0,0.0,26.77,34.22,21.26,0.0,49.99,2.61,False,
2015-09-25,0.0,0,0,0.0,26.63,34.51,19.12,0.0,44.84,2.07,True,Eid al-Adha
2015-09-26,2246.85,56,139,16.400364963503648,28.21,35.18,20.27,0.0,46.05,1.68,False,
2015-09-27,2314.7,61,139,16.7731884057971,28.33,35.45,22.57,0.01,48.3,1.41,False,
2015-09-28,2035.3,53,121,17.103361344537813,27.93,35.62,21.54,0.0,47.6,1.57,False,
