date,total_sales,total_orders,total_items,average_order_value,data_missing
2015-04-26,1767.4,56,111,16.067272727272726,False
2015-04-27,2180.8,67,133,16.396992481203007,False
2015-04-28,1742.8,48,107,17.255445544554455,False
2015-04-29,1828.75,53,111,17.0911214953271,False
2015-04-30,2667.5,63,163,16.365030674846626,False
2015-05-01,2571.95,75,154,16.920723684210525,False
2015-05-02,2400.2,68,152,16.108724832214765,False
2015-05-03,1832.25,49,114,16.214601769911503,False
2015-05-04,2288.9,55,141,16.586231884057973,False
2015-05-05,1713.6,49,107,16.32,False
2015-05-06,2309.8,55,140,16.73768115942029,False
2015-05-07,2228.85,58,131,17.8308,False
2015-05-08,3052.3,71,181,17.244632768361583,False
2015-05-09,2368.4,56,144,16.917142857142856,False
2015-05-10,2288.35,55,141,16.345357142857143,False
2015-05-11,2388.05,60,144,16.936524822695038,False
2015-05-12,2299.7,62,142,16.42642857142857,False
2015-05-13,2261.8,63,137,16.509489051094892,False
2015-05-14,2694.5,69,164,17.162420382165607,False
2015-05-15,3386.15,94,208,16.517804878048782,False
2015-05-16,2281.1,61,142,16.178014184397163,False
2015-05-17,1828.4,49,109,17.249056603773585,False
2015-05-18,2209.65,57,134,16.73977272727273,False
2015-05-19,1987.0,46,119,17.42982456140351,False
2015-05-20,2373.0,64,141,17.32116788321168,False
2015-05-21,2062.55,58,123,16.906147540983607,False
2015-05-22,2635.1,71,154,17.567333333333334,False
2015-05-23,2444.15,59,148,17.334397163120567,False
2015-05-24,2196.95,59,134,16.899615384615384,False
2015-05-25,2104.4,56,125,17.249180327868853,False
2015-05-26,1876.45,48,115,16.460087719298247,False
2015-05-27,2097.0,55,124,17.048780487804876,False
2015-05-28,2016.4,54,121,17.08813559322034,False
2015-05-29,3001.2,68,181,16.673333333333332,False
2015-05-30,2486.95,59,150,17.27048611111111,False
2015-05-31,1717.65,50,108,15.904166666666667,False
2015-06-01,3067.75,72,184,17.043055555555554,False
2015-06-02,2449.95,59,147,16.78047945205479,False
2015-06-03,1907.05,51,113,17.02723214285714,False
2015-06-04,2283.6,56,141,16.66861313868613,False
2015-06-05,2700.15,69,159,17.089556962025316,False
2015-06-06,2280.95,61,136,17.15,False
2015-06-07,1960.75,55,117,16.75854700854701,False
2015-06-08,2264.95,58,136,17.557751937984495,False
2015-06-09,2442.55,65,147,16.845172413793104,False
2015-06-10,2019.4,54,124,17.408620689655173,False
2015-06-11,2650.5,68,158,17.4375,False
2015-06-12,2138.6,61,131,16.57829457364341,False
2015-06-13,2508.9,64,153,16.726,False
2015-06-14,1859.0,48,113,16.9,False
2015-06-15,2595.6,73,152,17.304,False
2015-06-16,1898.3,54,116,16.799115044247788,False
2015-06-17,2137.1,54,126,17.23467741935484,False
2015-06-18,1984.5,56,116,17.407894736842106,False
2015-06-19,2793.45,74,167,16.727245508982033,False
2015-06-20,2060.6,48,128,16.61774193548387,False
2015-06-21,1925.2,51,115,16.887719298245614,False
2015-06-22,2319.3,55,140,16.92919708029197,False
2015-06-23,2042.75,59,124,16.607723577235774,False
2015-06-24,2327.5,62,137,17.113970588235293,False
2015-06-25,2399.15,60,148,16.66076388888889,False
2015-06-26,2745.5,64,163,17.0527950310559,False
2015-06-27,2812.9,71,173,16.8437125748503,False
2015-06-28,1569.7,45,95,16.878494623655914,False
2015-06-29,1873.6,53,118,15.877966101694915,False
2015-06-30,2210.95,53,130,17.54722222222222,False
2015-07-01,2231.5,66,137,16.652985074626866,False
2015-07-02,2294.8,63,138,16.99851851851852,False
2015-07-03,3443.0,93,213,16.632850241545892,False
2015-07-04,3864.2,105,234,16.584549356223174,False
2015-07-05,1591.45,41,96,16.752105263157894,False
2015-07-06,2116.9,58,130,16.53828125,False
2015-07-07,2374.4,53,142,17.458823529411767,False
2015-07-08,2396.05,66,142,17.237769784172663,False
2015-07-09,2297.75,58,135,17.276315789473685,False
2015-07-10,2432.4,71,148,16.891666666666666,False
2015-07-11,2085.55,53,125,16.818951612903227,False
2015-07-12,2185.65,58,128,17.075390625,False
2015-07-13,2059.5,54,124,16.881147540983605,False
2015-07-14,1956.5,59,119,16.72222222222222,False
2015-07-15,2501.8,62,154,16.45921052631579,False
2015-07-16,2463.9,56,146,17.474468085106384,False
2015-07-17,3131.65,82,187,16.92783783783784,False
2015-07-18,2122.2,54,130,16.5796875,False
2015-07-19,2022.7,53,121,17.141525423728815,False
2015-07-20,2501.0,59,149,17.368055555555557,False
2015-07-21,2030.85,55,119,17.357692307692307,False
2015-07-22,2292.1,65,137,17.233834586466166,False
2015-07-23,2214.5,65,137,16.650375939849624,False
2015-07-24,3204.4,75,196,17.04468085106383,False
2015-07-25,2237.25,57,135,16.69589552238806,False
2015-07-26,1871.55,57,112,17.329166666666666,False
2015-07-27,2172.0,53,129,17.238095238095237,False
2015-07-28,2094.55,60,132,16.111923076923077,False
2015-07-29,1923.25,49,116,16.723913043478262,False
2015-07-30,2349.15,67,149,16.427622377622377,False
2015-07-31,2095.4,68,132,15.995419847328245,False
2015-08-01,2440.55,74,154,16.270333333333333,False
2015-08-02,1910.15,48,114,17.365000000000002,False
2015-08-03,1982.25,58,117,17.388157894736842,False
2015-08-04,2090.15,58,122,17.27396694214876,False
2015-08-05,2094.85,60,130,16.49488188976378,False
2015-08-06,2099.25,61,132,15.903409090909092,False
2015-08-07,2626.4,65,161,16.94451612903226,False
2015-08-08,2716.4,69,167,16.463030303030305,False
2015-08-09,2002.65,55,126,16.150403225806453,False
2015-08-10,2139.45,59,125,17.253629032258065,False
2015-08-11,2290.0,64,137,17.08955223880597,False
2015-08-12,2365.75,54,144,16.543706293706293,False
2015-08-13,2074.15,55,132,15.955,False
2015-08-14,3016.6,81,188,16.305945945945947,False
2015-08-15,2252.35,72,140,16.203956834532374,False
2015-08-16,2139.3,50,128,16.97857142857143,False
2015-08-17,2626.0,62,161,16.833333333333332,False
2015-08-18,2101.2,57,128,16.54488188976378,False
2015-08-19,2332.95,56,138,17.54097744360902,False
2015-08-20,1907.7,55,116,16.588695652173914,False
2015-08-21,2601.4,69,163,16.15776397515528,False
2015-08-22,2406.0,60,148,16.593103448275862,False
2015-08-23,1701.6,48,105,16.84752475247525,False
2015-08-24,1697.05,54,106,16.162380952380953,False
2015-08-25,1958.9,53,115,17.490178571428572,False
2015-08-26,2329.4,59,139,17.514285714285716,False
2015-08-27,2117.65,59,128,16.941200000000002,False
2015-08-28,2647.2,68,161,16.442236024844718,False
2015-08-29,2035.0,60,123,16.68032786885246,False
2015-08-30,1494.6,41,94,15.899999999999999,False
2015-08-31,2081.35,57,126,16.6508,False
2015-09-01,2352.85,61,146,16.453496503496503,False
2015-09-02,1865.55,48,111,16.959545454545456,False
2015-09-03,2252.6,59,138,16.936842105263157,False
2015-09-04,2960.95,66,179,16.634550561797752,False
2015-09-05,2537.8,59,153,16.806622516556292,False
2015-09-06,1491.65,47,92,16.391758241758243,False
2015-09-07,2283.35,60,140,16.546014492753624,False
2015-09-08,2249.5,61,133,17.171755725190838,False
2015-09-09,2580.1,59,157,16.753896103896103,False
2015-09-10,2415.85,62,148,16.546917808219177,False
2015-09-11,2761.9,77,167,16.73878787878788,False
2015-09-12,2588.15,67,156,16.697741935483872,False
2015-09-13,1838.15,49,108,17.506190476190476,False
2015-09-14,2165.25,60,129,16.916015625,False
2015-09-15,2550.2,65,158,16.452903225806452,False
2015-09-16,2185.25,61,136,16.307835820895523,False
2015-09-17,2242.05,58,138,16.60777777777778,False
2015-09-18,2721.55,72,164,17.009687500000002,False
2015-09-19,2286.55,59,141,16.812867647058823,False
2015-09-20,1829.0,48,108,17.419047619047618,False
2015-09-21,2131.45,57,132,16.78307086614173,False
2015-09-22,2170.4,54,131,17.08976377952756,False
2015-09-23,2163.0,60,133,16.767441860465116,False
2015-09-24,0.0,0,0,0.0,True
2015-09-25,0.0,0,0,0.0,True
2015-09-26,2246.85,56,139,16.400364963503648,False
2015-09-27,2314.7,61,139,16.7731884057971,False
2015-09-28,2035.3,53,121,17.103361344537813,False
2015-09-29,2762.05,60,163,17.262812500000003,False
2015-09-30,2198.05,62,130,17.039147286821706,False
2015-10-01,3202.15,84,194,16.853421052631578,False
2015-10-02,2074.85,61,125,17.147520661157024,False
2015-10-03,2400.95,61,147,16.908098591549294,False
2015-10-04,2142.2,52,128,17.1376,False
2015-10-05,0.0,0,0,0.0,True
2015-10-06,2215.95,61,136,16.787499999999998,False
2015-10-07,2092.35,61,133,16.095,False
2015-10-08,1975.85,49,119,17.181304347826085,False
2015-10-09,2512.6,60,147,17.44861111111111,False
2015-10-10,2310.2,61,141,16.50142857142857,False
2015-10-11,1916.25,42,118,16.80921052631579,False
2015-10-12,0.0,0,0,0.0,True
2015-10-13,2325.95,58,141,16.49609929078014,False
2015-10-14,2146.35,57,132,16.384351145038167,False
2015-10-15,4320.2,107,262,16.744961240310076,False
2015-10-16,2555.1,64,153,17.26418918918919,False
2015-10-17,2339.8,55,140,17.59248120300752,False
2015-10-18,1795.3,45,105,17.953,False
2015-10-19,0.0,0,0,0.0,True
2015-10-20,2437.15,63,154,16.03388157894737,False
2015-10-21,2460.5,56,149,16.738095238095237,False
2015-10-22,2400.9,57,145,16.78951048951049,False
2015-10-23,2610.65,72,154,16.952272727272728,False
2015-10-24,2679.5,59,160,17.17628205128205,False
2015-10-25,1837.05,45,114,16.700454545454544,False
2015-10-26,0.0,0,0,0.0,True
2015-10-27,1988.65,62,120,16.852966101694918,False
2015-10-28,1635.95,63,104,15.883009708737864,False
2015-10-29,2169.75,59,131,17.084645669291337,False
2015-10-30,2736.6,63,166,16.68658536585366,False
2015-10-31,2744.85,69,165,17.26320754716981,False
2015-11-01,1986.65,55,124,16.151626016260163,False
2015-11-02,2299.1,56,138,16.78175182481752,False
2015-11-03,1828.55,49,114,16.326339285714287,False
2015-11-04,1966.1,49,121,16.248760330578513,False
2015-11-05,2180.35,58,124,17.583467741935483,False
2015-11-06,3157.5,73,190,17.06756756756757,False
2015-11-07,2580.95,61,156,16.54455128205128,False
2015-11-08,2110.15,48,127,16.8812,False
2015-11-09,2483.75,61,151,17.011986301369863,False
2015-11-10,2042.6,62,126,16.742622950819673,False
2015-11-11,1946.2,48,118,16.77758620689655,False
2015-11-12,2564.8,59,153,17.44761904761905,False
2015-11-13,2264.55,67,141,16.291726618705038,False
2015-11-14,2324.75,58,142,16.605357142857144,False
2015-11-15,1821.65,45,113,16.12079646017699,False
2015-11-16,2256.65,61,136,16.715925925925927,False
2015-11-17,1956.55,49,117,17.314601769911505,False
2015-11-18,2111.7,46,130,17.45206611570248,False
2015-11-19,2694.9,67,162,16.738509316770187,False
2015-11-20,2388.1,65,148,16.245578231292516,False
2015-11-21,2083.95,61,131,16.154651162790696,False
2015-11-22,1368.7,43,84,16.691463414634146,False
2015-11-23,2465.15,56,148,17.360211267605635,False
2015-11-24,2230.05,52,131,17.287209302325582,False
2015-11-25,2363.25,61,144,16.76063829787234,False
2015-11-26,4405.95,113,266,16.88103448275862,False
2015-11-27,4422.45,115,264,17.075096525096523,False
2015-11-28,1968.05,48,118,16.96594827586207,False
2015-11-29,1899.0,46,115,17.10810810810811,False
2015-11-30,2223.25,60,134,16.84280303030303,False
2015-12-01,2076.7,61,131,16.0984496124031,False
2015-12-02,2214.1,59,132,16.90152671755725,False
2015-12-03,2243.2,56,136,16.86616541353383,False
2015-12-04,2878.35,72,176,16.6378612716763,False
2015-12-05,2627.95,61,160,16.63259493670886,False
2015-12-06,2350.25,55,144,16.7875,False
2015-12-07,2414.8,59,150,16.42721088435374,False
2015-12-08,1856.25,50,110,17.029816513761467,False
2015-12-09,2571.55,65,160,16.484294871794873,False
2015-12-10,1985.6,62,118,16.827118644067795,False
2015-12-11,2634.0,73,164,16.36024844720497,False
2015-12-12,1960.15,56,127,15.6812,False
2015-12-13,2245.15,52,130,17.818650793650793,False
2015-12-14,2172.6,58,131,16.58473282442748,False
2015-12-15,2387.45,58,146,16.813028169014082,False
2015-12-16,2234.8,69,133,16.803007518796996,False
2015-12-17,1880.75,57,113,17.097727272727273,False
2015-12-18,2886.3,76,176,16.58793103448276,False
2015-12-19,2304.2,59,139,16.69710144927536,False
2015-12-20,2104.9,53,124,17.253278688524592,False
2015-12-21,2100.7,55,130,16.41171875,False
2015-12-22,1882.95,58,114,16.963513513513515,False
2015-12-23,2244.3,56,134,17.263846153846156,False
2015-12-24,2137.85,56,131,16.572480620155037,False
2015-12-25,0.0,0,0,0.0,True
2015-12-26,1643.05,38,95,17.295263157894738,False
2015-12-27,1419.0,35,89,16.310344827586206,False
2015-12-28,1637.2,39,102,16.050980392156863,False
2015-12-29,1353.25,27,80,17.574675324675326,False
2015-12-30,1337.8,32,82,18.326027397260273,False
2015-12-31,2916.0,73,178,17.05263157894737,False
