date,total_sales,total_orders,total_items,average_order_value,data_missing,temperature,max_temperature,min_temperature,rainfall,humidity,wind_speed,is_holiday,holiday_name,year,month,day,weekday,week,quarter,day_of_year,is_weekend,is_month_start,is_month_end,month_sin,month_cos,weekday_sin,weekday_cos,time_index,lag_1,lag_7,lag_14,lag_30,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,is_rain,heavy_rain,is_hot,is_cold,season,days_after_holiday,days_before_holiday,is_festival_week,weekend_after_holiday
2015-02-13,2754.5,71,163,17.215625,False,16.75,26.8,7.21,0.0,31.5,2.19,False,No Holiday,2015,2,13,4,7,1,44,0,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,43,2158.8,2509.95,2270.3,2527.4,2236.1785714285716,2351.6928571428575,2273.2516666666666,185.04981954675318,0,0,0,0,Winter,18,21,0,0
2015-02-14,2319.15,57,140,16.928102189781022,False,19.76,30.06,11.01,0.0,36.06,1.25,False,No Holiday,2015,2,14,5,7,1,45,1,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,44,2754.5,2237.65,2417.85,1984.8,2271.114285714286,2386.2785714285715,2280.8216666666663,255.154656882001,0,0,0,0,Winter,19,20,0,0
2015-02-15,2141.25,55,128,16.728515625,False,20.34,28.85,12.35,0.0,36.57,1.14,False,No Holiday,2015,2,15,6,7,1,46,1,0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,45,2319.15,2035.0,3189.2,2594.15,2282.757142857143,2379.2285714285713,2291.9666666666667,255.23259723334016,0,0,0,0,Winter,20,19,0,0
2015-02-16,1968.8,49,119,16.684745762711863,False,19.54,27.8,13.21,0.0,38.14,1.74,False,No Holiday,2015,2,16,0,8,1,47,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,46,2141.25,2195.35,2328.6,2064.1,2297.9357142857143,2304.375,2276.8700000000003,240.79383248311208,0,0,0,0,Winter,21,18,0,0
2015-02-17,2121.9,61,129,16.57734375,False,19.98,28.07,11.5,0.0,44.14,0.99,False,No Holiday,2015,2,17,1,8,1,48,0,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,47,1968.8,2056.5,2614.8,1976.85,2265.5714285714284,2278.675,2273.6933333333336,270.2974840448068,0,0,0,0,Winter,22,17,0,0
2015-02-18,2642.85,61,163,16.517812499999998,False,20.9,28.6,13.3,0.0,40.01,0.91,False,No Holiday,2015,2,18,2,8,1,49,0,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,48,2121.9,2460.0,2233.9,2387.15,2274.914285714286,2243.467857142857,2278.5283333333336,262.89540809081916,0,0,0,0,Winter,23,16,0,0
2015-02-19,2030.25,56,123,16.641393442622952,False,21.93,29.97,14.03,0.02,38.16,1.45,False,No Holiday,2015,2,19,3,8,1,50,0,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,49,2642.85,2158.8,2215.8,2397.9,2301.035714285714,2272.6785714285716,2287.0516666666667,291.8411778609015,0,0,0,0,Winter,24,15,0,0
2015-02-20,2891.15,73,175,17.107396449704144,False,21.72,30.86,14.05,1.76,41.7,1.29,False,No Holiday,2015,2,20,4,8,1,51,0,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,50,2030.25,2754.5,2509.95,2040.55,2282.6714285714284,2259.425,2274.7966666666666,305.9849708416291,0,0,0,0,Winter,25,14,0,0
2015-02-21,2111.0,56,127,17.024193548387096,False,21.76,30.78,14.16,0.0,38.26,2.36,False,No Holiday,2015,2,21,5,8,1,52,1,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,51,2891.15,2319.15,2237.65,2496.7,2302.192857142857,2286.6535714285715,2303.15,343.19993738899467,0,0,0,0,Winter,26,13,0,0
2015-02-22,1579.95,37,97,16.988709677419354,False,21.92,31.7,14.33,0.0,43.13,2.93,False,No Holiday,2015,2,22,6,8,1,53,1,0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,52,2111.0,2141.25,2035.0,2423.7,2272.457142857143,2277.6071428571427,2290.2933333333335,350.4270863634019,0,0,0,0,Winter,27,12,0,0
2015-02-23,2168.55,54,128,17.3484,False,21.29,27.64,14.98,0.0,41.13,1.33,False,No Holiday,2015,2,23,0,9,1,54,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,53,1579.95,1968.8,2195.35,2289.25,2192.2714285714287,2245.1035714285713,2262.1683333333335,438.58435986054695,0,0,0,0,Winter,28,11,0,0
2015-02-24,2194.55,58,134,16.625378787878788,False,21.94,28.3,16.64,0.0,37.87,1.17,False,No Holiday,2015,2,24,1,9,1,55,0,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,54,2168.55,2121.9,2056.5,1617.55,2220.807142857143,2243.1892857142857,2258.145,427.99156186052267,0,0,0,0,Winter,29,10,0,0
2015-02-25,2341.3,63,144,16.604964539007092,False,21.87,30.09,14.51,0.47,36.4,2.25,False,No Holiday,2015,2,25,2,9,1,56,0,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,55,2194.55,2642.85,2460.0,1884.4,2231.1857142857143,2253.05,2277.3783333333336,426.0699225814603,0,0,0,0,Winter,30,9,0,0
2015-02-26,2261.3,55,140,16.627205882352943,False,16.34,25.86,8.98,1.62,28.45,1.66,False,No Holiday,2015,2,26,3,9,1,57,0,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,56,2341.3,2030.25,2158.8,2528.05,2188.1071428571427,2244.5714285714284,2292.608333333333,391.3397505456644,0,0,0,0,Winter,31,8,0,0
2015-02-27,2857.95,71,173,16.71315789473684,False,16.5,27.23,7.74,0.1,26.4,1.47,False,No Holiday,2015,2,27,4,9,1,58,0,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,57,2261.3,2891.15,2754.5,2016.0,2221.114285714286,2251.8928571428573,2283.7166666666667,385.50677005975507,0,0,0,0,Winter,32,7,1,0
2015-02-28,2539.6,59,154,16.598692810457514,False,18.08,27.38,8.95,0.09,31.21,1.39,False,No Holiday,2015,2,28,5,9,1,59,1,0,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,58,2857.95,2111.0,2319.15,2045.3,2216.371428571429,2259.282142857143,2311.7816666666668,375.9758911343728,0,0,0,0,Winter,33,6,1,0
2015-03-01,1598.55,49,99,16.146969696969695,False,16.35,19.81,13.44,27.24,83.57,4.11,False,No Holiday,2015,3,1,6,9,1,60,1,1,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,59,2539.6,1579.95,2141.25,2270.3,2277.6,2275.0285714285715,2328.258333333333,390.571852117721,1,1,0,0,Summer,34,5,1,0
2015-03-02,2379.05,58,139,17.23949275362319,False,16.85,21.18,12.51,26.81,83.9,2.57,False,No Holiday,2015,3,2,0,10,1,61,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,60,1598.55,2168.55,1968.8,2417.85,2280.257142857143,2236.264285714286,2305.866666666667,385.058910458919,1,1,0,0,Summer,35,4,1,0
2015-03-03,2287.9,53,137,17.202255639097746,False,16.16,23.5,10.93,1.41,64.28,1.47,False,No Holiday,2015,3,3,1,10,1,62,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,61,2379.05,2194.55,2121.9,3189.2,2310.328571428571,2265.567857142857,2304.5733333333337,383.095656959137,0,0,0,0,Summer,36,3,1,0
2015-03-04,2444.3,59,147,16.974305555555556,False,15.82,24.18,8.66,0.0,48.97,1.97,False,No Holiday,2015,3,4,2,10,1,63,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,62,2287.9,2341.3,2642.85,2328.6,2323.6642857142856,2277.425,2274.53,380.0059579733436,0,0,0,0,Summer,37,2,1,0
2015-03-05,2350.65,64,142,16.790357142857143,False,17.74,26.78,10.2,0.0,40.01,1.41,False,No Holiday,2015,3,5,3,10,1,64,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,63,2444.3,2261.3,2030.25,2614.8,2338.3785714285714,2263.2428571428572,2278.3866666666668,382.7866146836288,0,0,0,0,Summer,38,1,1,0
2015-03-06,2513.95,66,152,17.33758620689655,False,18.46,27.67,10.7,0.01,48.8,1.67,True,Holi,2015,3,6,4,10,1,65,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,64,2350.65,2857.95,2891.15,2233.9,2351.1428571428573,2286.128571428572,2269.5816666666665,381.27473627793654,0,0,0,0,Summer,0,0,1,0
2015-03-07,2400.45,58,144,17.269424460431654,False,20.17,28.18,12.13,0.81,49.87,1.28,False,No Holiday,2015,3,7,5,10,1,66,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,65,2513.95,2539.6,2111.0,2215.8,2302.0,2259.1857142857143,2278.9166666666665,322.7408893627628,0,0,0,0,Summer,1,21,1,1
2015-03-08,2188.15,62,135,16.57689393939394,False,20.16,26.73,14.17,4.41,54.08,1.61,False,No Holiday,2015,3,8,6,10,1,67,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,66,2400.45,1598.55,1579.95,2509.95,2282.1214285714286,2279.860714285714,2285.0716666666663,309.6887225601746,0,0,0,0,Summer,2,20,1,1
2015-03-09,2334.55,56,138,17.165808823529414,False,16.15,25.17,9.29,2.32,47.22,2.41,False,No Holiday,2015,3,9,0,11,1,68,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,67,2188.15,2379.05,2168.55,2237.65,2366.35,2323.3035714285716,2274.3450000000003,105.94196131216047,0,0,0,0,Summer,3,19,0,0
2015-03-10,2388.7,59,144,16.82183098591549,False,16.54,26.43,8.3,0.0,47.63,2.32,False,No Holiday,2015,3,10,1,11,1,69,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,68,2334.55,2287.9,2194.55,2035.0,2359.9928571428572,2335.160714285714,2277.575,106.38707012826703,0,0,0,0,Summer,4,18,0,0
2015-03-11,2207.7,62,134,16.724999999999998,False,18.59,28.65,9.57,0.0,36.23,1.79,False,No Holiday,2015,3,11,2,11,1,70,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,69,2388.7,2444.3,2341.3,2195.35,2374.3928571428573,2349.0285714285715,2289.365,101.72221335812964,0,0,0,0,Summer,5,17,0,0
2015-03-12,1994.9,51,119,17.34695652173913,False,21.21,30.79,12.83,0.0,38.12,1.74,False,No Holiday,2015,3,12,3,11,1,71,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,70,2207.7,2350.65,2261.3,2056.5,2340.5928571428567,2339.485714285714,2289.7766666666666,113.27464569418629,0,0,0,0,Summer,6,16,0,0
2015-03-13,2786.65,71,176,16.107803468208093,False,21.59,28.81,15.22,0.23,49.15,1.22,False,No Holiday,2015,3,13,4,11,1,72,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,71,1994.9,2513.95,2857.95,2460.0,2289.7714285714287,2320.457142857143,2287.723333333334,172.38984612679343,0,0,0,0,Summer,7,15,0,0
2015-03-14,2039.45,56,123,16.716803278688523,False,22.21,29.03,16.75,0.31,54.78,1.18,False,No Holiday,2015,3,14,5,11,1,73,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,72,2786.65,2400.45,2539.6,2158.8,2328.7285714285713,2315.364285714286,2298.6116666666667,246.413684781547,0,0,0,0,Summer,8,14,0,0
2015-03-15,2068.6,49,131,16.682258064516127,False,18.91,24.5,15.03,6.41,72.64,3.31,False,No Holiday,2015,3,15,6,11,1,74,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,73,2039.45,2188.15,1598.55,2754.5,2277.157142857143,2279.6392857142855,2294.633333333333,265.90695965031955,1,0,0,0,Summer,9,13,0,0
2015-03-16,2295.05,66,141,16.393214285714286,False,19.28,25.17,14.33,5.65,72.76,1.84,False,No Holiday,2015,3,16,0,12,1,75,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,74,2068.6,2334.55,2379.05,2319.15,2260.078571428571,2313.214285714286,2271.77,276.2158377928744,1,0,0,0,Summer,10,12,0,0
2015-03-17,2965.3,71,179,16.848295454545454,False,20.14,27.8,12.82,0.0,58.38,2.51,False,No Holiday,2015,3,17,1,12,1,76,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,75,2295.05,2388.7,2287.9,2141.25,2254.4357142857143,2307.214285714286,2270.9666666666667,274.8409384145162,0,0,0,0,Summer,11,11,0,0
2015-03-18,2075.4,62,123,17.440336134453784,False,19.76,28.07,12.24,0.0,53.11,2.96,False,No Holiday,2015,3,18,2,12,1,77,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,76,2965.3,2207.7,2444.3,1968.8,2336.807142857143,2355.6,2298.435,385.7959342154132,0,0,0,0,Summer,12,10,0,0
2015-03-19,2388.6,58,144,16.703496503496503,False,20.42,29.55,11.32,0.0,43.09,1.85,False,No Holiday,2015,3,19,3,12,1,78,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,77,2075.4,1994.9,2350.65,2121.9,2317.907142857143,2329.25,2301.9883333333337,396.2733877730669,0,0,0,0,Summer,13,9,0,0
2015-03-20,2461.25,66,149,16.63006756756757,False,22.34,31.7,14.21,0.0,36.16,1.74,False,No Holiday,2015,3,20,4,12,1,79,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,78,2388.6,2786.65,2513.95,2642.85,2374.15,2331.960714285714,2310.878333333333,369.8460580656055,0,0,0,0,Summer,14,8,0,0
2015-03-21,2267.4,56,136,16.92089552238806,False,23.63,32.78,15.89,0.0,38.75,1.78,False,No Holiday,2015,3,21,5,12,1,80,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,79,2461.25,2039.45,2400.45,2030.25,2327.664285714286,2328.1964285714284,2304.825,327.3683828582697,0,0,0,0,Summer,15,7,1,0
2015-03-22,1259.25,37,77,16.56907894736842,False,24.59,33.92,16.08,0.0,44.46,2.53,False,No Holiday,2015,3,22,6,12,1,81,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,80,2267.4,2068.6,2188.15,2891.15,2360.2285714285713,2318.692857142857,2312.7300000000005,304.4562446082408,0,0,0,0,Summer,16,6,1,0
2015-03-23,2232.55,61,135,17.04236641221374,False,25.01,34.34,17.84,0.0,42.03,2.26,False,No Holiday,2015,3,23,0,13,1,82,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,81,1259.25,2295.05,2334.55,2111.0,2244.607142857143,2252.342857142857,2258.3333333333335,514.7313242755649,0,0,0,0,Summer,17,5,1,0
2015-03-24,2162.3,60,130,16.89296875,False,27.15,36.03,16.88,0.0,29.79,1.17,False,No Holiday,2015,3,24,1,13,1,83,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,82,2232.55,2965.3,2388.7,1579.95,2235.6785714285716,2245.057142857143,2262.385,514.2523495790948,0,0,0,0,Summer,18,4,1,0
2015-03-25,1927.75,56,115,16.76304347826087,False,27.91,36.34,21.63,0.0,30.21,0.9,False,No Holiday,2015,3,25,2,13,1,84,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,83,2162.3,2075.4,2207.7,2168.55,2120.964285714286,2228.885714285714,2281.7966666666666,401.59147745178205,0,0,0,0,Summer,19,3,1,0
2015-03-26,2215.5,65,136,16.290441176470587,False,27.71,36.73,19.31,0.0,36.78,1.27,False,No Holiday,2015,3,26,3,13,1,85,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,84,1927.75,2388.6,1994.9,2194.55,2099.8714285714286,2208.889285714286,2273.7699999999995,408.20656214832314,0,0,0,0,Summer,20,2,1,0
2015-03-27,2744.8,71,167,16.435928143712577,False,27.68,36.88,20.55,0.0,35.96,1.93,False,No Holiday,2015,3,27,4,13,1,86,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,85,2215.5,2461.25,2786.65,2341.3,2075.1428571428573,2224.6464285714287,2274.468333333333,392.7511610725167,0,0,0,0,Summer,21,1,1,0
2015-03-28,2252.1,60,139,16.319565217391304,False,27.63,36.88,18.45,0.0,29.79,1.74,True,Ram Navami,2015,3,28,5,13,1,87,1,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,86,2744.8,2267.4,2039.45,2261.3,2115.65,2221.657142857143,2287.9183333333335,449.70305202433354,0,0,0,0,Summer,0,0,1,1
2015-03-29,2154.25,54,132,16.699612403100776,False,24.35,30.64,18.32,5.23,40.5,2.16,False,No Holiday,2015,3,29,6,13,1,88,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,87,2252.1,1259.25,2068.6,2857.95,2113.464285714286,2236.8464285714285,2287.6116666666667,448.8789941939496,1,0,0,0,Summer,1,4,1,1
2015-03-30,2255.45,62,137,16.95827067669173,False,21.83,28.32,17.67,6.27,68.02,2.91,False,No Holiday,2015,3,30,0,14,1,89,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,88,2154.25,2232.55,2295.05,2539.6,2241.3214285714284,2242.964285714286,2264.155,247.15157099969935,1,0,0,0,Summer,2,3,1,0
2015-03-31,2756.6,62,161,17.337106918238995,False,24.69,31.89,16.72,0.01,57.66,1.49,False,No Holiday,2015,3,31,1,14,1,90,0,0,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,89,2255.45,2162.3,2965.3,1598.55,2244.592857142857,2240.1357142857146,2254.6833333333334,247.1676749168667,0,0,0,0,Summer,3,2,1,0
2015-04-01,2176.85,67,135,16.367293233082705,False,26.64,33.86,19.31,0.15,44.99,1.32,False,No Holiday,2015,4,1,2,14,2,91,0,1,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,90,2756.6,1927.75,2075.4,2379.05,2329.492857142857,2225.2285714285713,2293.2850000000003,308.61904433104866,0,0,0,0,Summer,4,1,1,0
2015-04-02,2547.15,62,150,17.688541666666666,False,27.81,35.98,20.84,0.07,40.13,1.31,True,Mahavira's Birthday,2015,4,2,3,14,2,92,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,91,2176.85,2215.5,2388.6,2287.9,2365.078571428571,2232.475,2286.5449999999996,265.9926077562168,0,0,0,0,Summer,0,0,1,0
2015-04-03,2538.2,64,155,16.48181818181818,False,24.91,30.63,20.78,5.93,52.74,2.15,True,Good Friday,2015,4,3,4,14,2,93,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,92,2547.15,2744.8,2461.25,2444.3,2412.457142857143,2243.8,2295.186666666667,264.4414103800872,1,0,0,0,Summer,0,0,1,0
2015-04-04,2767.55,66,170,17.083641975308645,False,21.05,25.46,17.35,16.39,72.93,1.17,False,No Holiday,2015,4,4,5,14,2,94,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,93,2538.2,2252.1,2267.4,2350.65,2382.942857142857,2249.296428571429,2298.3166666666666,230.52020777033053,1,0,0,0,Summer,1,10,1,1
2015-04-05,1909.85,50,117,16.464224137931033,False,22.89,31.21,15.56,0.0,57.56,0.97,False,No Holiday,2015,4,5,6,14,2,95,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,94,2767.55,2154.25,1259.25,2513.95,2456.578571428571,2285.0214285714287,2312.2133333333336,261.94295475851055,0,0,0,0,Summer,2,9,1,1
2015-04-06,2622.35,60,157,17.13954248366013,False,24.24,32.35,16.36,0.0,41.36,1.59,False,No Holiday,2015,4,6,0,15,2,96,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,95,1909.85,2255.45,2232.55,2400.45,2421.664285714286,2331.4928571428572,2292.076666666667,319.0248641228009,0,0,0,0,Summer,3,8,0,0
2015-04-07,2234.25,61,138,16.428308823529413,False,25.5,32.2,18.4,0.04,38.53,0.9,False,No Holiday,2015,4,7,1,15,2,97,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,96,2622.35,2756.6,2162.3,2188.15,2474.078571428571,2359.335714285714,2299.473333333334,317.30058022998594,0,0,0,0,Summer,4,7,1,0
2015-04-08,2293.95,60,136,17.511068702290075,False,25.1,32.78,19.15,0.25,42.84,1.61,False,No Holiday,2015,4,8,2,15,2,98,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,97,2234.25,2176.85,1927.75,2334.55,2399.457142857143,2364.475,2301.01,300.77644858567254,0,0,0,0,Summer,5,6,1,0
2015-04-09,2047.3,52,122,16.9198347107438,False,24.75,33.96,16.35,0.0,41.71,2.4,False,No Holiday,2015,4,9,3,15,2,99,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,98,2293.95,2547.15,2215.5,2388.7,2416.1857142857143,2390.6321428571428,2299.6566666666668,289.3722324767385,0,0,0,0,Summer,6,5,1,0
2015-04-10,2424.95,59,142,17.077112676056338,False,25.8,35.48,16.67,0.0,39.39,2.19,False,No Holiday,2015,4,10,4,15,2,100,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,99,2047.3,2538.2,2744.8,2207.7,2344.7785714285715,2378.6178571428572,2288.2766666666666,312.4232970628462,0,0,0,0,Summer,7,4,1,0
2015-04-11,2543.75,63,153,16.958333333333332,False,28.47,37.14,20.11,0.0,31.36,1.03,False,No Holiday,2015,4,11,5,15,2,101,1,0,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,100,2424.95,2767.55,2252.1,1994.9,2328.6,2355.7714285714283,2295.5183333333334,303.5438697014548,0,0,0,0,Summer,8,3,1,0
2015-04-12,1994.3,53,120,17.192241379310346,False,26.52,33.75,19.78,5.35,44.0,1.24,False,No Holiday,2015,4,12,6,15,2,102,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,101,2543.75,1909.85,2154.25,2786.65,2296.6285714285714,2376.6035714285713,2313.813333333333,257.96979774310705,1,0,0,0,Summer,9,2,1,0
