date,district,state,temp_min_c,temp_max_c,humidity_pct,rainfall_mm,wind_speed_kmph,pressure_hpa,weather_condition
2026-02-07,Gautam Buddha Nagar,Uttar Pradesh,3.2,12.8,71.1,0.0,3.4,1018.3,Clear
2026-02-08,Gautam Buddha Nagar,Uttar Pradesh,3.4,14.3,59.5,0.0,8.8,1019.6,Clear
2026-02-09,Gautam Buddha Nagar,Uttar Pradesh,2.6,17.9,52.6,0.0,15.8,1016.2,Clear
2026-02-10,Gautam Buddha Nagar,Uttar Pradesh,4.7,19.3,64.6,0.0,14.0,1017.8,Clear
2026-02-11,Gautam Buddha Nagar,Uttar Pradesh,1.8,18.2,66.9,0.0,8.8,1020.1,Clear
2026-02-12,Gautam Buddha Nagar,Uttar Pradesh,3.6,17.8,42.7,0.0,12.8,1015.6,Clear
2026-02-13,Gautam Buddha Nagar,Uttar Pradesh,4.2,17.6,61.0,0.0,7.5,1014.2,Clear
2026-02-14,Gautam Buddha Nagar,Uttar Pradesh,5.1,15.2,62.0,0.0,2.2,1013.6,Clear
2026-02-15,Gautam Buddha Nagar,Uttar Pradesh,5.6,17.1,52.0,0.0,5.3,1017.4,Clear
2026-02-16,Gautam Buddha Nagar,Uttar Pradesh,2.4,17.9,68.8,0.0,15.3,1013.4,Clear
2026-02-17,Gautam Buddha Nagar,Uttar Pradesh,1.8,21.5,53.5,0.0,7.9,1015.6,Clear
2026-02-18,Gautam Buddha Nagar,Uttar Pradesh,7.0,20.1,56.3,0.0,8.0,1016.7,Clear
2026-02-19,Gautam Buddha Nagar,Uttar Pradesh,5.5,15.7,53.3,0.0,7.8,1016.2,Clear
2026-02-20,Gautam Buddha Nagar,Uttar Pradesh,3.7,20.5,55.2,0.0,16.6,1016.5,Clear
2026-02-21,Gautam Buddha Nagar,Uttar Pradesh,8.0,19.2,44.0,0.0,15.5,1016.1,Clear
2026-02-22,Gautam Buddha Nagar,Uttar Pradesh,5.6,18.8,40.6,0.0,17.9,1017.6,Clear
2026-02-23,Gautam Buddha Nagar,Uttar Pradesh,7.7,21.9,70.9,0.0,8.4,1014.2,Clear
2026-02-24,Gautam Buddha Nagar,Uttar Pradesh,5.9,23.0,46.5,0.0,10.2,1014.5,Clear
2026-02-25,Gautam Buddha Nagar,Uttar Pradesh,9.6,23.0,45.1,0.0,2.9,1014.2,Clear
2026-02-26,Gautam Buddha Nagar,Uttar Pradesh,9.2,19.4,33.5,0.0,14.9,1016.6,Clear
2026-02-27,Gautam Buddha Nagar,Uttar Pradesh,5.8,20.8,48.6,0.0,4.3,1016.6,Clear
2026-02-28,Gautam Buddha Nagar,Uttar Pradesh,8.2,22.4,41.8,0.0,9.9,1015.8,Clear
2026-03-01,Gautam Buddha Nagar,Uttar Pradesh,7.8,24.1,53.5,0.0,4.6,1016.8,Clear
2026-03-02,Gautam Buddha Nagar,Uttar Pradesh,9.3,21.1,47.2,0.0,6.6,1013.2,Clear
2026-03-03,Gautam Buddha Nagar,Uttar Pradesh,5.3,22.0,40.8,0.0,5.7,1017.3,Clear
2026-03-04,Gautam Buddha Nagar,Uttar Pradesh,8.4,20.2,32.7,6.0,6.6,1017.0,Light Rain
2026-03-05,Gautam Buddha Nagar,Uttar Pradesh,9.3,20.3,25.4,0.0,6.8,1015.7,Clear
2026-03-06,Gautam Buddha Nagar,Uttar Pradesh,4.4,25.0,31.3,0.0,6.8,1017.2,Clear
2026-03-07,Gautam Buddha Nagar,Uttar Pradesh,5.6,26.4,45.9,0.0,12.3,1011.9,Clear
2026-03-08,Gautam Buddha Nagar,Uttar Pradesh,4.3,23.5,53.8,0.0,4.6,1013.5,Clear
2026-03-09,Gautam Buddha Nagar,Uttar Pradesh,7.7,26.1,50.4,0.0,9.9,1013.1,Clear
2026-03-10,Gautam Buddha Nagar,Uttar Pradesh,9.7,25.0,30.1,0.0,13.9,1015.2,Clear
2026-03-11,Gautam Buddha Nagar,Uttar Pradesh,11.3,23.0,23.8,15.8,6.9,1012.5,Heavy Rain
2026-03-12,Gautam Buddha Nagar,Uttar Pradesh,8.9,25.5,36.4,0.0,6.1,1015.1,Clear
2026-03-13,Gautam Buddha Nagar,Uttar Pradesh,11.9,28.3,17.3,0.0,8.1,1015.9,Clear
2026-03-14,Gautam Buddha Nagar,Uttar Pradesh,6.7,25.1,38.2,0.0,13.7,1014.8,Clear
2026-03-15,Gautam Buddha Nagar,Uttar Pradesh,6.3,28.9,33.5,0.0,9.8,1014.0,Clear
2026-03-16,Gautam Buddha Nagar,Uttar Pradesh,9.5,19.9,30.3,0.0,6.9,1012.0,Clear
2026-03-17,Gautam Buddha Nagar,Uttar Pradesh,10.5,27.8,19.1,0.0,10.9,1012.1,Clear
2026-03-18,Gautam Buddha Nagar,Uttar Pradesh,10.0,26.4,40.1,0.0,4.6,1015.2,Clear
2026-03-19,Gautam Buddha Nagar,Uttar Pradesh,6.5,25.8,29.7,0.0,11.7,1014.4,Clear
2026-03-20,Gautam Buddha Nagar,Uttar Pradesh,10.3,26.9,23.3,0.0,10.6,1013.0,Clear
2026-03-21,Gautam Buddha Nagar,Uttar Pradesh,8.3,22.6,10.0,0.0,7.8,1012.4,Clear
2026-03-22,Gautam Buddha Nagar,Uttar Pradesh,12.1,26.8,34.7,0.0,5.6,1009.9,Clear
2026-03-23,Gautam Buddha Nagar,Uttar Pradesh,11.8,28.3,52.7,4.7,5.5,1011.2,Light Rain
2026-03-24,Gautam Buddha Nagar,Uttar Pradesh,9.6,31.0,51.6,0.0,11.1,1015.6,Clear
2026-03-25,Gautam Buddha Nagar,Uttar Pradesh,10.6,26.9,30.4,0.0,13.9,1010.7,Clear
2026-03-26,Gautam Buddha Nagar,Uttar Pradesh,9.9,26.5,29.0,0.0,6.5,1012.8,Clear
2026-03-27,Gautam Buddha Nagar,Uttar Pradesh,11.9,27.4,39.7,0.0,10.8,1013.9,Clear
2026-03-28,Gautam Buddha Nagar,Uttar Pradesh,13.9,30.8,25.0,2.9,1.0,1010.4,Light Rain
2026-03-29,Gautam Buddha Nagar,Uttar Pradesh,10.7,29.8,38.0,0.0,6.7,1012.5,Clear
2026-03-30,Gautam Buddha Nagar,Uttar Pradesh,13.6,28.1,42.7,4.7,8.9,1013.5,Light Rain
2026-03-31,Gautam Buddha Nagar,Uttar Pradesh,11.9,30.7,47.3,0.0,5.4,1012.0,Clear
2026-04-01,Gautam Buddha Nagar,Uttar Pradesh,11.7,30.0,34.0,0.0,5.3,1016.2,Clear
2026-04-02,Gautam Buddha Nagar,Uttar Pradesh,13.1,32.2,33.0,0.0,6.3,1009.3,Clear
2026-04-03,Gautam Buddha Nagar,Uttar Pradesh,11.7,28.8,26.2,0.0,10.2,1013.3,Clear
2026-04-04,Gautam Buddha Nagar,Uttar Pradesh,12.8,29.9,26.7,0.0,8.3,1011.3,Clear
2026-04-05,Gautam Buddha Nagar,Uttar Pradesh,11.8,30.0,32.7,0.0,1.0,1012.6,Clear
2026-04-06,Gautam Buddha Nagar,Uttar Pradesh,17.8,27.9,38.7,0.0,1.0,1012.0,Clear
2026-04-07,Gautam Buddha Nagar,Uttar Pradesh,14.5,32.0,44.1,0.0,6.6,1010.2,Clear
2026-04-08,Gautam Buddha Nagar,Uttar Pradesh,13.4,32.1,27.0,0.0,10.8,1011.5,Clear
2026-04-09,Gautam Buddha Nagar,Uttar Pradesh,15.3,31.8,49.9,0.0,1.0,1008.3,Clear
2026-04-10,Gautam Buddha Nagar,Uttar Pradesh,14.9,31.5,32.3,0.0,7.0,1011.9,Clear
2026-04-11,Gautam Buddha Nagar,Uttar Pradesh,14.9,29.2,34.8,0.0,6.9,1011.3,Clear
2026-04-12,Gautam Buddha Nagar,Uttar Pradesh,16.7,31.6,27.5,0.0,14.6,1011.7,Clear
2026-04-13,Gautam Buddha Nagar,Uttar Pradesh,17.1,32.0,10.8,0.0,7.5,1012.3,Clear
2026-04-14,Gautam Buddha Nagar,Uttar Pradesh,15.1,31.3,43.8,0.0,10.5,1011.1,Clear
2026-04-15,Gautam Buddha Nagar,Uttar Pradesh,15.2,32.9,42.4,0.0,9.6,1010.7,Clear
2026-04-16,Gautam Buddha Nagar,Uttar Pradesh,16.0,34.4,32.2,13.4,1.0,1009.1,Light Rain
2026-04-17,Gautam Buddha Nagar,Uttar Pradesh,12.5,37.9,35.7,0.0,12.1,1009.2,Clear
2026-04-18,Gautam Buddha Nagar,Uttar Pradesh,14.2,34.3,40.2,0.0,9.9,1012.0,Clear
2026-04-19,Gautam Buddha Nagar,Uttar Pradesh,19.6,34.7,19.4,0.0,11.0,1012.3,Clear
2026-04-20,Gautam Buddha Nagar,Uttar Pradesh,20.3,34.2,29.7,0.0,24.7,1009.7,Clear
2026-04-21,Gautam Buddha Nagar,Uttar Pradesh,17.1,30.4,42.9,0.0,1.0,1010.0,Clear
2026-04-22,Gautam Buddha Nagar,Uttar Pradesh,18.8,34.8,22.5,0.0,15.9,1008.5,Clear
2026-04-23,Gautam Buddha Nagar,Uttar Pradesh,18.5,35.2,37.9,0.0,7.9,1011.5,Clear
2026-04-24,Gautam Buddha Nagar,Uttar Pradesh,23.7,40.7,21.4,0.0,10.1,1010.7,Hot
2026-04-25,Gautam Buddha Nagar,Uttar Pradesh,20.4,35.1,39.7,15.1,8.8,1012.5,Heavy Rain
2026-04-26,Gautam Buddha Nagar,Uttar Pradesh,18.4,36.4,34.6,0.0,7.3,1008.2,Clear
2026-04-27,Gautam Buddha Nagar,Uttar Pradesh,17.1,35.8,18.8,0.0,6.7,1008.9,Clear
2026-04-28,Gautam Buddha Nagar,Uttar Pradesh,16.1,33.6,46.6,0.0,10.3,1009.7,Clear
2026-04-29,Gautam Buddha Nagar,Uttar Pradesh,19.6,38.8,27.7,0.0,2.9,1010.2,Hot
2026-04-30,Gautam Buddha Nagar,Uttar Pradesh,18.1,38.2,26.9,0.0,12.0,1008.9,Hot
2026-05-01,Gautam Buddha Nagar,Uttar Pradesh,17.1,38.5,37.0,0.0,7.3,1007.8,Hot
2026-05-02,Gautam Buddha Nagar,Uttar Pradesh,18.7,34.9,46.5,0.0,4.5,1010.4,Clear
2026-05-03,Gautam Buddha Nagar,Uttar Pradesh,18.1,40.2,24.8,0.0,7.2,1010.0,Hot
2026-05-04,Gautam Buddha Nagar,Uttar Pradesh,23.3,34.2,35.6,0.0,14.0,1007.5,Clear
2026-05-05,Gautam Buddha Nagar,Uttar Pradesh,22.0,38.8,39.3,0.0,6.9,1010.8,Hot
2026-05-06,Gautam Buddha Nagar,Uttar Pradesh,20.6,42.5,41.9,17.2,10.4,1010.5,Heavy Rain
2026-05-07,Gautam Buddha Nagar,Uttar Pradesh,23.5,35.7,36.8,0.0,6.1,1008.9,Clear
2026-05-08,Gautam Buddha Nagar,Uttar Pradesh,21.1,36.8,31.3,0.0,12.0,1008.7,Clear
2026-05-09,Gautam Buddha Nagar,Uttar Pradesh,19.6,38.4,26.7,0.0,11.7,1009.3,Hot
2026-05-10,Gautam Buddha Nagar,Uttar Pradesh,24.1,37.3,35.9,0.0,16.4,1007.2,Clear
2026-05-11,Gautam Buddha Nagar,Uttar Pradesh,22.5,35.1,24.3,0.0,8.3,1008.4,Clear
2026-05-12,Gautam Buddha Nagar,Uttar Pradesh,19.9,38.9,10.0,0.0,11.7,1005.1,Hot
2026-05-13,Gautam Buddha Nagar,Uttar Pradesh,21.6,36.5,39.4,0.0,9.4,1009.6,Clear
2026-05-14,Gautam Buddha Nagar,Uttar Pradesh,20.5,40.1,44.0,0.0,14.2,1005.8,Hot
2026-05-15,Gautam Buddha Nagar,Uttar Pradesh,19.8,37.2,11.4,0.0,6.1,1010.4,Clear
2026-05-16,Gautam Buddha Nagar,Uttar Pradesh,24.1,42.7,24.9,0.0,12.0,1007.6,Hot
2026-05-17,Gautam Buddha Nagar,Uttar Pradesh,26.0,37.7,41.2,0.0,8.2,1007.7,Clear
2026-05-18,Gautam Buddha Nagar,Uttar Pradesh,20.3,38.9,55.6,0.0,8.7,1007.0,Hot
2026-05-19,Gautam Buddha Nagar,Uttar Pradesh,23.9,41.5,35.2,0.0,9.4,1007.5,Hot
2026-05-20,Gautam Buddha Nagar,Uttar Pradesh,21.9,37.2,27.7,17.8,10.0,1010.0,Heavy Rain
2026-05-21,Gautam Buddha Nagar,Uttar Pradesh,22.4,40.5,33.2,0.0,8.5,1004.1,Hot
2026-05-22,Gautam Buddha Nagar,Uttar Pradesh,22.3,43.0,48.7,0.0,9.9,1009.7,Hot
2026-05-23,Gautam Buddha Nagar,Uttar Pradesh,22.0,36.7,28.5,0.0,15.3,1008.2,Clear
2026-05-24,Gautam Buddha Nagar,Uttar Pradesh,23.8,40.8,27.0,0.0,12.9,1005.8,Hot
2026-05-25,Gautam Buddha Nagar,Uttar Pradesh,22.4,41.1,30.2,0.0,12.5,1006.0,Hot
2026-05-26,Gautam Buddha Nagar,Uttar Pradesh,24.5,42.3,25.5,0.0,7.2,1010.1,Hot
2026-05-27,Gautam Buddha Nagar,Uttar Pradesh,24.1,38.0,36.2,0.0,5.4,1006.1,Clear
2026-05-28,Gautam Buddha Nagar,Uttar Pradesh,23.9,37.9,51.2,0.0,12.8,1005.7,Clear
2026-05-29,Gautam Buddha Nagar,Uttar Pradesh,22.8,42.1,38.2,0.0,12.5,1009.1,Hot
2026-05-30,Gautam Buddha Nagar,Uttar Pradesh,23.5,41.7,32.5,0.0,14.9,1007.9,Hot
2026-05-31,Gautam Buddha Nagar,Uttar Pradesh,26.0,41.6,32.1,0.0,6.6,1006.0,Hot
2026-06-01,Gautam Buddha Nagar,Uttar Pradesh,25.7,41.9,70.8,0.0,13.1,1007.7,Hot
2026-06-02,Gautam Buddha Nagar,Uttar Pradesh,23.2,39.8,71.1,0.0,7.4,1005.8,Hot
2026-06-03,Gautam Buddha Nagar,Uttar Pradesh,25.2,41.9,83.4,15.8,12.4,1008.9,Heavy Rain
2026-06-04,Gautam Buddha Nagar,Uttar Pradesh,26.5,42.1,80.5,0.0,18.0,1008.8,Humid
2026-06-05,Gautam Buddha Nagar,Uttar Pradesh,22.3,39.9,89.8,0.0,12.1,1008.0,Humid
2026-06-06,Gautam Buddha Nagar,Uttar Pradesh,26.4,45.7,79.7,0.0,16.6,1007.7,Hot
2026-06-07,Gautam Buddha Nagar,Uttar Pradesh,24.3,42.7,72.1,0.0,13.2,1009.8,Hot
2026-06-08,Gautam Buddha Nagar,Uttar Pradesh,26.6,39.0,79.7,8.7,15.3,1007.1,Light Rain
2026-06-09,Gautam Buddha Nagar,Uttar Pradesh,24.3,43.2,83.9,9.0,9.4,1005.3,Light Rain
2026-06-10,Gautam Buddha Nagar,Uttar Pradesh,22.5,39.6,81.6,0.0,14.3,1007.8,Humid
2026-06-11,Gautam Buddha Nagar,Uttar Pradesh,23.0,43.5,79.1,37.3,2.0,1010.2,Heavy Rain
2026-06-12,Gautam Buddha Nagar,Uttar Pradesh,26.1,44.4,83.5,0.0,13.3,1005.5,Humid
2026-06-13,Gautam Buddha Nagar,Uttar Pradesh,26.5,40.1,84.4,0.0,7.5,1006.5,Humid
2026-06-14,Gautam Buddha Nagar,Uttar Pradesh,24.5,44.0,86.1,55.2,18.8,1007.7,Heavy Rain
2026-06-15,Gautam Buddha Nagar,Uttar Pradesh,27.4,42.8,80.2,0.0,17.1,1006.9,Humid
2026-06-16,Gautam Buddha Nagar,Uttar Pradesh,23.3,43.8,73.7,36.3,15.9,1005.5,Heavy Rain
2026-06-17,Gautam Buddha Nagar,Uttar Pradesh,26.2,46.1,76.2,53.7,20.1,1008.7,Heavy Rain
2026-06-18,Gautam Buddha Nagar,Uttar Pradesh,24.3,41.4,84.7,0.0,10.2,1010.5,Humid
2026-06-19,Gautam Buddha Nagar,Uttar Pradesh,25.3,40.3,68.5,0.0,21.0,1007.3,Hot
2026-06-20,Gautam Buddha Nagar,Uttar Pradesh,26.6,40.0,77.9,21.8,17.7,1005.6,Heavy Rain
2026-06-21,Gautam Buddha Nagar,Uttar Pradesh,25.1,40.2,71.9,22.5,13.1,1004.7,Heavy Rain
2026-06-22,Gautam Buddha Nagar,Uttar Pradesh,26.0,41.8,75.2,0.0,18.5,1007.4,Hot
2026-06-23,Gautam Buddha Nagar,Uttar Pradesh,28.5,42.7,85.2,0.0,9.6,1008.7,Humid
2026-06-24,Gautam Buddha Nagar,Uttar Pradesh,25.7,42.6,76.5,0.0,10.7,1007.7,Hot
2026-06-25,Gautam Buddha Nagar,Uttar Pradesh,28.3,43.8,75.4,16.5,11.6,1007.0,Heavy Rain
2026-06-26,Gautam Buddha Nagar,Uttar Pradesh,24.8,42.0,64.1,30.5,11.9,1006.1,Heavy Rain
2026-06-27,Gautam Buddha Nagar,Uttar Pradesh,27.8,45.1,81.0,12.7,9.8,1005.4,Light Rain
2026-06-28,Gautam Buddha Nagar,Uttar Pradesh,29.5,41.3,80.2,0.0,18.9,1008.3,Humid
2026-06-29,Gautam Buddha Nagar,Uttar Pradesh,22.5,47.8,92.3,23.7,13.0,1008.4,Heavy Rain
2026-06-30,Gautam Buddha Nagar,Uttar Pradesh,25.5,43.2,72.5,13.5,15.4,1004.8,Light Rain
2026-07-01,Gautam Buddha Nagar,Uttar Pradesh,28.0,39.9,76.8,0.0,11.7,1009.5,Hot
2026-07-02,Gautam Buddha Nagar,Uttar Pradesh,26.6,39.3,77.0,29.9,6.7,1008.0,Heavy Rain
2026-07-03,Gautam Buddha Nagar,Uttar Pradesh,27.7,42.7,87.6,0.0,15.1,1009.2,Humid
2026-07-04,Gautam Buddha Nagar,Uttar Pradesh,25.9,41.1,74.2,0.0,6.4,1005.2,Hot
2026-07-05,Gautam Buddha Nagar,Uttar Pradesh,27.2,43.1,77.2,0.0,13.7,1005.1,Hot
2026-07-06,Gautam Buddha Nagar,Uttar Pradesh,26.7,42.5,79.9,7.9,8.5,1007.0,Light Rain
2026-07-07,Gautam Buddha Nagar,Uttar Pradesh,29.1,41.2,76.5,12.9,21.9,1008.0,Light Rain
2026-07-08,Gautam Buddha Nagar,Uttar Pradesh,27.4,39.4,71.4,0.0,17.6,1010.0,Hot
2026-07-09,Gautam Buddha Nagar,Uttar Pradesh,27.6,37.9,76.6,0.0,14.4,1008.4,Clear
2026-07-10,Gautam Buddha Nagar,Uttar Pradesh,26.2,40.2,83.6,0.0,19.1,1007.0,Humid
2026-07-11,Gautam Buddha Nagar,Uttar Pradesh,26.1,42.9,66.8,31.4,10.6,1005.8,Heavy Rain
2026-07-12,Gautam Buddha Nagar,Uttar Pradesh,26.1,41.4,76.1,0.0,16.2,1009.3,Hot
2026-07-13,Gautam Buddha Nagar,Uttar Pradesh,27.6,38.1,69.4,0.0,14.8,1006.0,Hot
2026-07-14,Gautam Buddha Nagar,Uttar Pradesh,26.1,41.1,84.6,0.0,15.1,1009.9,Humid
2026-07-15,Gautam Buddha Nagar,Uttar Pradesh,27.3,41.5,62.8,0.0,19.1,1007.1,Hot
2026-07-16,Gautam Buddha Nagar,Uttar Pradesh,30.5,38.6,70.5,0.0,16.9,1010.0,Hot
2026-07-17,Gautam Buddha Nagar,Uttar Pradesh,28.3,40.8,78.0,0.0,15.2,1008.6,Hot
2026-07-18,Gautam Buddha Nagar,Uttar Pradesh,26.1,40.4,87.5,45.6,7.4,1007.5,Heavy Rain
2026-07-19,Gautam Buddha Nagar,Uttar Pradesh,28.8,37.7,74.5,25.5,10.2,1006.9,Heavy Rain
2026-07-20,Gautam Buddha Nagar,Uttar Pradesh,25.8,40.9,70.6,3.2,13.5,1007.3,Light Rain
2026-07-21,Gautam Buddha Nagar,Uttar Pradesh,22.9,41.2,90.0,16.6,14.4,1008.5,Heavy Rain
2026-07-22,Gautam Buddha Nagar,Uttar Pradesh,24.6,42.2,63.4,64.7,9.5,1008.0,Heavy Rain
2026-07-23,Gautam Buddha Nagar,Uttar Pradesh,23.0,42.0,57.4,20.0,23.6,1007.0,Heavy Rain
2026-07-24,Gautam Buddha Nagar,Uttar Pradesh,25.7,36.5,78.5,20.0,20.1,1007.7,Heavy Rain
2026-07-25,Gautam Buddha Nagar,Uttar Pradesh,26.3,37.3,71.0,43.6,16.4,1008.2,Heavy Rain
2026-07-26,Gautam Buddha Nagar,Uttar Pradesh,29.2,40.4,66.8,0.0,14.3,1004.9,Hot
2026-07-27,Gautam Buddha Nagar,Uttar Pradesh,26.7,40.2,80.7,0.0,13.2,1008.8,Humid
2026-07-28,Gautam Buddha Nagar,Uttar Pradesh,25.6,40.1,77.0,14.9,10.2,1006.8,Light Rain
2026-07-29,Gautam Buddha Nagar,Uttar Pradesh,27.4,47.3,70.5,0.0,14.3,1006.6,Hot
2026-07-30,Gautam Buddha Nagar,Uttar Pradesh,21.9,39.9,64.8,57.7,15.0,1005.8,Heavy Rain
2026-07-31,Gautam Buddha Nagar,Uttar Pradesh,26.2,41.0,82.0,35.5,9.0,1005.7,Heavy Rain
2026-08-01,Gautam Buddha Nagar,Uttar Pradesh,27.0,40.4,80.2,37.2,15.3,1006.5,Heavy Rain
2026-08-02,Gautam Buddha Nagar,Uttar Pradesh,22.9,39.6,74.2,22.6,13.4,1007.5,Heavy Rain
2026-08-03,Gautam Buddha Nagar,Uttar Pradesh,27.5,37.2,89.8,0.0,6.4,1011.6,Humid
2026-08-04,Gautam Buddha Nagar,Uttar Pradesh,25.9,39.4,66.4,0.0,10.6,1007.9,Hot
2026-08-05,Gautam Buddha Nagar,Uttar Pradesh,24.5,35.9,62.8,11.9,12.3,1009.0,Light Rain
2026-08-06,Gautam Buddha Nagar,Uttar Pradesh,26.2,36.9,69.5,32.8,21.6,1009.4,Heavy Rain
2026-08-07,Gautam Buddha Nagar,Uttar Pradesh,29.1,36.1,74.6,19.4,16.2,1009.1,Heavy Rain
2026-08-08,Gautam Buddha Nagar,Uttar Pradesh,25.2,37.2,76.9,34.0,8.7,1008.9,Heavy Rain
2026-08-09,Gautam Buddha Nagar,Uttar Pradesh,25.2,41.9,73.1,38.7,15.9,1007.3,Heavy Rain
2026-08-10,Gautam Buddha Nagar,Uttar Pradesh,23.8,32.5,77.8,35.3,7.8,1011.3,Heavy Rain
2026-08-11,Gautam Buddha Nagar,Uttar Pradesh,23.0,37.9,65.0,0.0,18.3,1011.9,Clear
2026-08-12,Gautam Buddha Nagar,Uttar Pradesh,25.8,32.7,86.6,0.0,12.1,1006.8,Humid
2026-08-13,Gautam Buddha Nagar,Uttar Pradesh,22.7,35.0,74.3,19.7,13.6,1007.9,Heavy Rain
2026-08-14,Gautam Buddha Nagar,Uttar Pradesh,24.2,38.2,83.9,0.0,19.3,1009.1,Humid
2026-08-15,Gautam Buddha Nagar,Uttar Pradesh,23.1,35.7,77.7,47.3,8.9,1008.1,Heavy Rain
2026-08-16,Gautam Buddha Nagar,Uttar Pradesh,24.6,33.0,78.7,13.6,8.4,1010.4,Light Rain
2026-08-17,Gautam Buddha Nagar,Uttar Pradesh,24.2,33.6,79.6,7.7,11.7,1008.6,Light Rain
2026-08-18,Gautam Buddha Nagar,Uttar Pradesh,25.4,36.5,78.6,0.0,18.2,1013.1,Clear
2026-08-19,Gautam Buddha Nagar,Uttar Pradesh,22.4,33.1,80.1,0.0,7.9,1011.7,Humid
2026-08-20,Gautam Buddha Nagar,Uttar Pradesh,22.7,35.0,85.6,0.0,2.7,1010.3,Humid
